Product_URL,Product_name,Product_Price,Num_Reviews,Ratings,Product Description,Product_ASIN,Manufacturer
https://www.amazon.in/Hammonds-Flycatcher-Leather-Laptop-Brown/dp/B01M71S2UG,HAMMONDS FLYCATCHER Unisex Messenger Bag (Brown),"2,849",20,3.6 out of 5 stars," Hidden pocket: A zippered full-length padded pocket behind the back panel fits your files, books, or accessories.; Water bottle pocket: Keep your bottle handy in the expandable side pocket.  ",Wildcraft,PAGWIN STORE
https://www.amazon.in/Luvlap-Multipurpose-Waterproof-Maternity-Shoulder/dp/B07Q4WKKCP,"LuvLap Jasmine Diaper Bag Multipurpose Waterproof Maternity Shoulder Cum Hand Bag (5 Pieces, Green)","1,199",231,3.7 out of 5 stars, Age Range Description: Adult  ,B09B26VHXV,FINER ENTERPRISES
https://www.amazon.in/Choice-Laptop-backpack-multicolor-unisex/dp/B09QMNCWMN,Right Choice Laptop backpack multicolor unisex bag,599,4,4.6 out of 5 stars," Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. The all new Informal is a versatile semi-formal laptop bag handcrafted to accommodate all your professional belongings. Material of Laptop Messenger Bag is Splash-proof Premium Plastic Canvas, YKK Zippers & Faux Leather Styling.  ",B09B7KC93T,Unisex
https://www.amazon.in/Motherly-Diaper-Mothers-Multipurpose-Maternity/dp/B09W5PYQPB,"Motherly Baby Diaper Bags for Mothers, Multipurpose Maternity Bag for Mom for Travel","3,074",66,5.0 out of 5 stars," Convenient, Comfortable and Elegant: 2 compartments for up to a 15.6” laptop or tablet, hard disk, file, notebook, cheque book and other documents. 2 external buttoned pockets for a mobile phone, charger or a power bank and other utilities. 1 quick-access vertical zipper in the front, comfortable shoulder strap and grab handles  ",Samsonite,Retail Studio
https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC,Asian Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,"1,099",3,3.9 out of 5 stars, A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.  ,GOLDSTAR,810 g
https://www.amazon.in/Storite-Laptop-Shoulder-Messenger-Bag/dp/B08WZ9KP7Q,"Storite PU Leather 15.6 Inch Laptop Shoulder Sling Office Business Messenger Travel Bag for Men & Women (39 x 30 x 9 cm, Coffee Brown)",.,692,3.8 out of 5 stars, COMPATIBLE for all the major brands of 15.6-Inch Laptops.  ,B09N3K2ZCP,Unisex-adult
https://www.amazon.in/FunBlast-Unicorn-Soft-Bag-Kids/dp/B09C8FGY2J,FunBlast Unicorn Soft Bag for Kids - School & Picnic Bag / Lightweight Travel School Mini Backpack for Girls & Kids (Random Color),499,52,4.0 out of 5 stars," Designed for most 15.6-Inch Laptops, and easy to use, practical design and exquisite workmanship.  ",POLESTAR,Unisex-adult
https://www.amazon.in/Crafts-My-Dream-Womens-CMD2904/dp/B0100BD0IW,Crafts My Dream Women's Sling Bag (Multicolored),"1,699",525,3.6 out of 5 stars, Made in India - with pride  ,B08R7RPVJF,"Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in"
https://www.amazon.in/Diving-Deep-Backpack-Bag-Blue/dp/B088NB4YKB,Diving Deep Backpack for Women Stylish | Women Backpack Latest | School Bag for Girls (Blue),199,167,5.0 out of 5 stars, This Nivia backpacks have one main compartment is secured with drawstring rope closure  ,B07NPXWFXX,SaiTech IT Private Limited
https://www.amazon.in/Trajectory-15-6-Laptop-Office-Bag/dp/B09RK7L9ZW,Trajectory Vegan Leather 15.6 Inch Laptop Messenger Office Bag with 10 years warranty and dual compartment with expandable bottom in black used as shoulder and handbag For Men and Women,"1,695",4,5.0 out of 5 stars, This backpack is perfect for athletes and students on the go  ,B09VZC6C8W,"ADISA, careadisa@gmail.com"
https://www.amazon.in/Clownfish-Mundane-Leather-Crossbody-Messenger/dp/B09NLVH8KY,The Clownfish Mundane Series Vegan Leather Sling Crossbody Messenger Bag (Dark Brown),616,4,3.9 out of 5 stars, Material: Polyester  ,B09L545JYG,Unisex-adult
https://www.amazon.in/Gear-Alphamount-Trekking-Black-Yellow-RKSALPAMT0112/dp/B097KFYPCG,"Gear Alphamount 45 Travel & Trekking Rucksack (Black-Yellow), One Size (RKSALPAMT0112)",330,238,4.5 out of 5 stars, In-Box Contents: 1 String Bag  ,Protecta Inc,Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
https://www.amazon.in/MOCA-Waterproof-Exterior-Velvety-Interior/dp/B09FJT1GSJ,"MOCA Waterproof Nylon Exterior with Soft Velvety Interior Sleeve Bag Pouch Carry Case for 15 15.4 15.6 inch Laptops (Airy Blue, 15.6 Inch)",399,52,4.2 out of 5 stars, Light weight stylish cross body Sling bag for 10 inch tablet/iPad  ,B09PDQ67MH,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990, Durant International Plot no. G-2613/2 GIDC lodhika, metoda, Rajkot 360021. Customer Care +91 9809804990"
https://www.amazon.in/SAFARI-26-5-Laptop-Backpack-WANDERER19CBRED/dp/B07NSCCGBK,SAFARI 46 cms Red Laptop/Casual/School/College Backpack (WANDERER19CBRED),"1,099",29,3.9 out of 5 stars," Outer Fabric: Durable PU coated Polyester Fabric, inner abric: Strong PU coated polyester fabtic  ",B082QZRX7F,Unisex-adult
https://www.amazon.in/Storite-Laptop-Shoulder-Messenger-Bag/dp/B08WZ9KP7Q,"Storite PU Leather 15.6 Inch Laptop Shoulder Sling Office Business Messenger Travel Bag for Men & Women (39 x 30 x 9 cm, Coffee Brown)",749,30,4.0 out of 5 stars," One compartment with well cushioned iPad section, 2 front and back zipper pocket  ",Safari Industries (India) Ltd,Unisex-adult
https://www.amazon.in/Crafts-My-Dream-Womens-CMD2904/dp/B0100BD0IW,Crafts My Dream Women's Sling Bag (Multicolored),979,3,3.6 out of 5 stars," Dimension: 10.2x12.2.x2.2 (inches) [WxLxH], weight: 200 gms and capacity: 4 Litre  ",Uber Fashion Merchandise Pvt. Ltd.,"Airish Fashion, Airish Fashion murad nagar Hyderabad 500028"
https://www.amazon.in/Diving-Deep-Backpack-Bag-Blue/dp/B088NB4YKB,Diving Deep Backpack for Women Stylish | Women Backpack Latest | School Bag for Girls (Blue),"1,234",285,5.0 out of 5 stars, Long nylon strap for comfortable and stylish carrying  ,B08YF1XJXY,"Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Trajectory-15-6-Laptop-Office-Bag/dp/B09RK7L9ZW,Trajectory Vegan Leather 15.6 Inch Laptop Messenger Office Bag with 10 years warranty and dual compartment with expandable bottom in black used as shoulder and handbag For Men and Women,889,57,5.0 out of 5 stars," Outer Material: Polyester, Color: Black  ",B08TR8RMNH,"AFN FASHION, AFN FASHION MUMBA"
https://www.amazon.in/Clownfish-Mundane-Leather-Crossbody-Messenger/dp/B09NLVH8KY,The Clownfish Mundane Series Vegan Leather Sling Crossbody Messenger Bag (Dark Brown),"1,695","1,256",4.2 out of 5 stars, Water Resistance: Water resistant  ,B09B56T6HJ,1
https://www.amazon.in/Fast-Travel-partition-Collage-Backpack/dp/B0B1VXF8Z6,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",330,"1,668",4.1 out of 5 stars, Capacity: 20 ltrs; Weight: 0.35 kgs; Dimensions: 12.7 cms x 30.48 cms x 44.45 cms (LxWxH)  ,POLESTAR,Wildcraft
https://www.amazon.in/Nivia-String-5177NB-Polyester-Navy/dp/B071H3HLVV,NIVIA String Bag,399,1,3.9 out of 5 stars, Number of compartments: 3  ,ZYDEN-2,"Shaba Bags plot no. 35 to 40 agr nagar prem nagar phase 3, Shaba Bags plot no. 35 to 40 agr nagar prem nagar phase 3 9971098620"
https://www.amazon.in/Generic-Diaper-Backpack-Multi-Function-Maternity/dp/B0B1PZY3Y2,Generic Black Diaper Bag Backpack Multi-Function Baby Nappy Bag Baby Bags for Mom and Dad Maternity Diaper Bag,"1,099",1,4.1 out of 5 stars," Laptop Compatibility: Yes, Size: 14 inches  ",B07PKQ3WJZ,Luggage Tourister
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9,Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Cow),749,104,3.5 out of 5 stars, Light Weight  ,B075MK4TXP,"POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com"
https://www.amazon.in/WildHorn-Vintage-Leather-Brown-Messenger/dp/B07GLJH9T3,WILDHORN Leather 11 inch Laptop Messenger Bag for Men I Dedicated Laptop and Mobile Compartment I Adjustable Strap I DIMENSION:L- 11 inch H-9.5 inch W- 3 inch,549,"1,097",4.0 out of 5 stars, Durable  ,B082PKX18C,"Safari, Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra."
https://www.amazon.in/Baggit-Womens-Sling-Atlantic-Blue/dp/B09QCTG6NV,Baggit Women's Sling bag (Atlantic Blue),161,106,4.1 out of 5 stars,Padded Shoulders,POLESTAR,Amazing Bags
https://www.amazon.in/Envias-Leatherette-Womens-Ladies-Green_EVS-122/dp/B08X67XD78,Envias Leatherette Side Sling Bags For Women's Ladies (Green_EVS-122),799,285,5.0 out of 5 stars,Warranty Type: Manufacturer; 5 years domestic warranty,POLESTAR,"AFN FASHION, AFN FASHION"
https://www.amazon.in/Northzone-Polyester-School-Backpack-Compartment/dp/B08679WRLW,Northzone Laptop Bag/College Bag/School Bag/Office Bag/Waterproof Bag/Travel Bag/Casual Backpack/Trending Backpack (Black1) 40L Backpack,261,"1,256",3.9 out of 5 stars," Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 18 liters, Weight: 405 g, Dimensions: 29.5 x 41.5 x 14.5 cm Warranty: 12 months  ",B09PVCF9F8,Other
https://www.amazon.in/Cosmus-Office-Laptop-Epilax-Messenger/dp/B09SHVKLFX,Cosmus Office Laptop Bag Epilax Laptop Messenger Bag,.,"1,668",4.2 out of 5 stars," Spacious compartment: To store plenty of items, from your books to clothes and what not! Laptop compartment: Ensure that your laptop is stored separately and Securely! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.  ",Gear Merchandise PVT LTD,Messenger Bag
https://www.amazon.in/Clownfish-Casual-Shoulder-Crossbody-College/dp/B09928JBPD,The Clownfish Linda Series Sling for Women Casual Ladies Single Shoulder Bag For Women Crossbody Bag for College Girls,"2,179",1,4.1 out of 5 stars," Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!  ",India,"Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN,Fur Jaden 15.6 Inch Laptop Backpack Bag with USB Charging Port,707,1,4.2 out of 5 stars," Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.  ",B095YB6VQ2,"Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507"
https://www.amazon.in/WildHorn-Vintage-Leather-Brown-Messenger/dp/B07GLJH9T3,WILDHORN Leather 11 inch Laptop Messenger Bag for Men I Dedicated Laptop and Mobile Compartment I Adjustable Strap I DIMENSION:L- 11 inch H-9.5 inch W- 3 inch,439,29,5.0 out of 5 stars," Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.  ",B09H7PK5ML,31 x 22 x 45 Centimeters
https://www.amazon.in/Fast-Travel-partition-Backpack-camouflage/dp/B0B1VVZFS9,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",593,712,4.4 out of 5 stars, Union of Minimalism and Sturdy: The Lenovo Executive Red Backpack is designed for students and professionals who are looking for a durable backpack with eye-catching design and ample amount of storage. Stores and protects laptops up to 15.6-inches  ,Wildcraft,"Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/Cosmus-Office-Laptop-Epilax-Messenger/dp/B09SHVKLFX,Cosmus Office Laptop Bag Epilax Laptop Messenger Bag,"1,803",89,3.9 out of 5 stars," Sleek, sturdy and modern design: Sturdy ripstop material on front panel. Durable, water-resistant materials for any activity. Contrast color design for stylish professionals.  ",B09YH4W93G,"Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Lavie-Sport-Casual-Backpack-FLIP/dp/B083KRT9GT,"Lavie Sport Flip 34L Polyester Casual Backpack | Laptop Sleeve | School Bag, College Bag (Navy Blue)",999,155,3.8 out of 5 stars, Travel friendly and Uncompromising storage space for devices and essentials: Ventilated and well-padded back panel for extra breathability. Padded and adjustable shoulder straps. Stretchy high-density mesh side pocket for extra storage and organization. Luggage strap for easy travel use  ,B09NGY36DC,"ADISA, careadisa@gmail.com"
https://www.amazon.in/Hi-Guys-Waterproof-Backpack-College-Students/dp/B096MLPBKK,"Hi-Guys Men's and Women's 35 L Waterproof Casual Laptop Backpack with Rain Cover (Black, 18 Inch)",999,12,4.2 out of 5 stars," 1.100 % GENUINE LEATHER: If you love authentic real leather, timeless design, fashionable and durable bags, you'll surely love WILDHORN'S Premium Leather Bags.Crafted from 100% Genuine leather this bag is meticulously crafted into a adorable, durable & classic masterpiece by highly skilled professionals.Perfect for office, meeting, working, travelling and other occasions.  ",B0844J2C1N,"Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
https://www.amazon.in/Trajectory-Premium-Messenger-Superior-Padding/dp/B07CBR1PDN,Trajectory Premium Vegan Leather 15.6 Inch Laptop Messenger Office Bag with 10 years warranty and dual compartment with expandable bottom,"2,179","1,282",4.4 out of 5 stars, 2.FUNCTIONAL & STYLISH: Functional design makes it spacious enough to carry all your daily essentials. This bag acts as the perfect accessory to complete your look and make you stand out at anaffordable price. DIMENSION: L-15 inch W-3 inch H-12 inch  ,B08YF9VHTY,"Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
https://www.amazon.in/WILDCRAFT-Maestro-Plus-Black-Coated/dp/B07GNGG435,WILDCRAFT Maestro Plus Black Coated,549,"2,839",4.2 out of 5 stars," 3.ART OF CRAFTSMANSHIP:Designed by highly trained designers with latest trend analysis. This bag reflects a perfect balance between utility,design and convenience.The most distinguishing feature of this leather is that the leather may have wrinkles,scratches,shade,grain and natural markings that are enherent characteristics and reflect the natural beauty of the hide.  ",CT1-Navy Blue,Unisex-adult
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,"Fur Jaden Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","1,803",3,4.1 out of 5 stars," 4.PERFECT COMPANION : This bag is preferable for all age groups and can be carried on all occasions. A Perfect companion whether it be a Student,Workaholic/Shopaholic or Traveller,this bag serves all purpose-need. This perfect bag is designed for all-day comfort and can be a perfect present for Men. Father's day, Anniversary,Graduation Day,Friendship Day or birthday, this elegant bag is a great gift idea for Men.  ",B09VCLZ3K4,"Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JXC2L4,Multipurpose Backpack Bag - Cosmus Madison 33L waterproof Bag With laptop compartment,769,65,4.1 out of 5 stars," 5.CUSTOMER FIRST POLICY : We attach great importance to product quality and customer satisfaction.If you're not satisfied ,please do not hesitate to contact us.Brand offers 30 day return or replacement policy in case of any Manufacturing Defects.Physical Damages to the bag may lead to warranty void.  ",B081X69ZL7,wooum
https://www.amazon.in/HEROZ-Backpack-Resistant-Notebook-Airforce/dp/B07MCRHSVP,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (153-ALL) (Air Force Blue),449,"1,547",3.4 out of 5 stars, Style meets functionality with this well crafted sling along with attractive gold hardware giving it a classy vintage look  ,Wildcraft,"ADISA, careadisa@gmail.com"
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ,"Bennett™ Mystic 15.6 inch Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Grey)",999,155,4.4 out of 5 stars," The inner magnetic closure compartments, and zipper pockets converts the bag into your efficiency partner for your A-game  ",DK01CSP-HYP,Amazing Bags
https://www.amazon.in/HEART-CHOICE-Waterproof-Backpack-College/dp/B097TTQS2L,HEART CHOICE Casual Waterproof Laptop Backpack/ Office Bag/ School Bag/ College Bag For Men & Women (Grey Black),"2,379",29,4.0 out of 5 stars, Club it with your evening dress or sling it along for that satisfying shopping spree  ,B07XVK6BWC,200 g
https://www.amazon.in/Killer-Office-Laptop-Bag-Messenger/dp/B07FYC4T1T,Killer Men's Office Laptop Messenger Bag Epilax (Blue),749,3,3.5 out of 5 stars, Made in India  ,B098QFF5TJ,"Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795,"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty","1,375",15,3.8 out of 5 stars, Strap type: Shoulder  ,PS_NOBLE,400 g
